,Unnamed: 0,drug_name,to_be_split,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15
2317,2317.0,Premphase,difficult breathing swelling face lips tongue throat dizziness nausea stomach pain discomfort diarrhea muscle spasm throat pain neck pain,difficult breathing,swelling face,lips tongue,throat dizziness,nausea stomach,pain discomfort,diarrhea muscle,spasm throat,pain neck,pain,,,,,
2318,2318.0,romosozumab,difficult breathing swelling face lips tongue throat esterified estrogens stop using esterified estrogens,difficult breathing,swelling face,lips tongue,throat esterified,estrogens stop,using esterified,estrogens,,,,,,,,
2319,2319.0,UPCal D,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2320,2320.0,oxycodone,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat signs gallbladder problems like pain upper right belly area right shoulder area shoulder bl,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2321,2321.0,acetaminophen,nan,nan,,,,,,,,,,,,,,
2322,2322.0,hydrocodone,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat bad constipation os cal 500 chewable side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2323,2323.0,Tylenol,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2324,2324.0,methadone,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2325,2325.0,acetaminophen / hydrocodone,difficult breathing swelling face lips tongue throat calcium phosphate stop using calcium phosphate nausea stomach bloating constipation gas,difficult breathing,swelling face,lips tongue,throat calcium,phosphate stop,using calcium,phosphate nausea,stomach bloating,constipation gas,,,,,,
2326,2326.0,Dilaudid,nan,nan,,,,,,,,,,,,,,
2327,2327.0,buprenorphine,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2328,2328.0,OxyContin,chest pain pressure shortness breath feeling light headed sudden numbness weakness problems vision speech loss balance,chest pain,pressure shortness,breath feeling,light headed,sudden numbness,weakness problems,vision speech,loss balance,,,,,,,
2329,2329.0,Buprenex,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2330,2330.0,Percocet,difficult breathing swelling face lips tongue throat opioid medicine including slow stop breathing death may occur person caring give naloxone seek emergency medical attention slow breathing long pauses blue colored lips hard wake serious breathing problems may likely older adults debilitated wasting syndrome chronic breathing disorders long term use opioid medication may affect fertility ability children men women known whether opioid effects fertility permanent drowsiness dizziness tiredness h,difficult breathing,swelling face,lips tongue,throat opioid,medicine including,slow stop,breathing death,may occur,person caring,give naloxone,seek emergency,medical attention,slow breathing,long pauses,blue colored
2331,2331.0,Paracetamol,difficulty breathing swelling face lips tongue throat rare cases may cause severe skin reaction fatal even took past reaction stop taking medicine call doctor right away skin redness rash spreads causes blistering peeling stop taking less serious side effects may likely may none,difficulty breathing,swelling face,lips tongue,throat rare,cases may,cause severe,skin reaction,fatal even,took past,reaction stop,taking medicine,call doctor,right away,skin redness,rash spreads
2332,2332.0,ketorolac,difficult breathing swelling face lips tongue throat opioid medicine slow stop breathing death may occur person caring give naloxone seek emergency medical attention slow breathing long pauses blue colored lips hard wake stop using serious breathing problems may likely older adults debilitated wasting syndrome chronic breathing disorders long term use opioid medication may affect fertility ability children men women known whether opioid effects fertility permanent constipation nausea vomiting di,difficult breathing,swelling face,lips tongue,throat opioid,medicine slow,stop breathing,death may,occur person,caring give,naloxone seek,emergency medical,attention slow,breathing long,pauses blue,colored lips
2333,2333.0,Ultram,difficulty breathing swelling face lips tongue throat rare cases may cause severe skin reaction fatal even took past reaction stop taking medicine call doctor right away skin redness rash spreads causes blistering peeling stop taking medicine less serious side effects may likely may none,difficulty breathing,swelling face,lips tongue,throat rare,cases may,cause severe,skin reaction,fatal even,took past,reaction stop,taking medicine,call doctor,right away,skin redness,rash spreads
2334,2334.0,acetaminophen / oxycodone,difficult breathing swelling face lips tongue throat opioid medicine slow stop breathing death may occur person caring give naloxone seek emergency medical attention slow breathing long pauses blue colored lips hard wake serious breathing problems may likely older adults people debilitated wasting syndrome chronic breathing disorders dizziness drowsiness nausea vomiting increased sweating pain redness swelling medicine injected,difficult breathing,swelling face,lips tongue,throat opioid,medicine slow,stop breathing,death may,occur person,caring give,naloxone seek,emergency medical,attention slow,breathing long,pauses blue,colored lips
2335,2335.0,Demerol,difficulty breathing swelling face lips tongue throat opioid medicine slow stop breathing death may occur person caring seek emergency medical attention slow breathing long pauses blue colored lips hard wake rare cases may cause severe skin reaction fatal could occur even taken past reaction stop taking medicine call doctor right away skin redness rash spreads causes blistering peeling serious breathing problems may likely older adults debilitated wasting syndrome chronic breathing disorders lon,difficulty breathing,swelling face,lips tongue,throat opioid,medicine slow,stop breathing,death may,occur person,caring seek,emergency medical,attention slow,breathing long,pauses blue,colored lips,hard wake
2336,2336.0,Nucynta,difficulty breathing swelling face lips tongue throat like narcotic medicines slow breathing death may occur breathing becomes weak likely cause breathing problems older adults people severely ill malnourished otherwise debilitated constipation nausea vomiting stomach pain dizziness drowsiness headache tired feeling feelings extreme happiness sadness sweating mild itching dry mouth flushing warmth redness tingly feeling,difficulty breathing,swelling face,lips tongue,throat like,narcotic medicines,slow breathing,death may,occur breathing,becomes weak,likely cause,breathing problems,older adults,people severely,ill malnourished,otherwise debilitated
